from_url,to_url
Vincent_van_Gogh,Luigi_Pirandello
Vincent_van_Gogh,Erwin_Piscator
Vincent_van_Gogh,George_Bernard_Shaw
Vincent_van_Gogh,August_Strindberg
Vincent_van_Gogh,John_Millington_Synge
Vincent_van_Gogh,Ernst_Toller
Vincent_van_Gogh,Frank_Wedekind
Vincent_van_Gogh,Thornton_Wilder
Vincent_van_Gogh,Stanis%C5%82aw_Ignacy_Witkiewicz
Vincent_van_Gogh,Robert_Aldrich
Vincent_van_Gogh,Michelangelo_Antonioni
Vincent_van_Gogh,Tex_Avery
Vincent_van_Gogh,Ingmar_Bergman
Vincent_van_Gogh,Anton_Giulio_Bragaglia
Vincent_van_Gogh,Stan_Brakhage
Vincent_van_Gogh,Robert_Bresson
Vincent_van_Gogh,Luis_Bu%C3%B1uel
Vincent_van_Gogh,Marcel_Carn%C3%A9
Vincent_van_Gogh,John_Cassavetes
Vincent_van_Gogh,Charlie_Chaplin
Vincent_van_Gogh,Ren%C3%A9_Clair
Vincent_van_Gogh,Shirley_Clarke
Vincent_van_Gogh,Jean_Cocteau
Vincent_van_Gogh,Jules_Dassin
Vincent_van_Gogh,Maya_Deren
Vincent_van_Gogh,Alexander_Dovzhenko
Vincent_van_Gogh,Carl_Theodor_Dreyer
Vincent_van_Gogh,Blake_Edwards
Vincent_van_Gogh,Viking_Eggeling
Vincent_van_Gogh,Sergei_Eisenstein
Vincent_van_Gogh,Jean_Epstein
Vincent_van_Gogh,Rainer_Werner_Fassbinder
Vincent_van_Gogh,Federico_Fellini
Vincent_van_Gogh,Robert_J._Flaherty
Vincent_van_Gogh,John_Ford
Vincent_van_Gogh,Samuel_Fuller
Vincent_van_Gogh,Abel_Gance
Vincent_van_Gogh,William_Greaves
Vincent_van_Gogh,John_Hubley
Vincent_van_Gogh,Faith_Hubley
Vincent_van_Gogh,Isidore_Isou
Vincent_van_Gogh,Buster_Keaton
Vincent_van_Gogh,Lev_Kuleshov
Vincent_van_Gogh,Akira_Kurosawa
Vincent_van_Gogh,Fritz_Lang
Vincent_van_Gogh,Joseph_Losey
Vincent_van_Gogh,Ida_Lupino
Vincent_van_Gogh,Len_Lye
Vincent_van_Gogh,Marcel_L%27Herbier
Vincent_van_Gogh,Norman_McLaren
Vincent_van_Gogh,Georges_M%C3%A9li%C3%A8s
Vincent_van_Gogh,F._W._Murnau
Vincent_van_Gogh,Yasujir%C5%8D_Ozu
Vincent_van_Gogh,G._W._Pabst
Vincent_van_Gogh,Vsevolod_Pudovkin
Vincent_van_Gogh,Nicholas_Ray
Vincent_van_Gogh,Satyajit_Ray
Vincent_van_Gogh,Alain_Resnais
Vincent_van_Gogh,Jean_Renoir
Vincent_van_Gogh,Tony_Richardson
Vincent_van_Gogh,Walter_Ruttmann
Vincent_van_Gogh,Douglas_Sirk
Vincent_van_Gogh,Victor_Sj%C3%B6str%C3%B6m
Vincent_van_Gogh,Josef_von_Sternberg
Vincent_van_Gogh,Andrei_Tarkovsky
Vincent_van_Gogh,Jacques_Tati
Vincent_van_Gogh,Jacques_Tourneur
Vincent_van_Gogh,Fran%C3%A7ois_Truffaut
Vincent_van_Gogh,Dziga_Vertov
Vincent_van_Gogh,Jean_Vigo
Vincent_van_Gogh,Orson_Welles
Vincent_van_Gogh,Robert_Wiene
Vincent_van_Gogh,George_Balanchine
Vincent_van_Gogh,Merce_Cunningham
Vincent_van_Gogh,Clotilde_von_Derp
Vincent_van_Gogh,Sergei_Diaghilev
Vincent_van_Gogh,Isadora_Duncan
Vincent_van_Gogh,Michel_Fokine
Vincent_van_Gogh,Loie_Fuller
Vincent_van_Gogh,Martha_Graham
Vincent_van_Gogh,Doris_Humphrey
Vincent_van_Gogh,L%C3%A9onide_Massine
Vincent_van_Gogh,Vaslav_Nijinsky
Vincent_van_Gogh,Ted_Shawn
Vincent_van_Gogh,Anna_Sokolow
Vincent_van_Gogh,Ruth_St._Denis
Vincent_van_Gogh,Helen_Tamiris
Vincent_van_Gogh,Charles_Weidman
Vincent_van_Gogh,Grete_Wiesenthal
Vincent_van_Gogh,Mary_Wigman
Vincent_van_Gogh,Marcel_Breuer
Vincent_van_Gogh,Gordon_Bunshaft
Vincent_van_Gogh,Walter_Gropius
Vincent_van_Gogh,Hector_Guimard
Vincent_van_Gogh,Raymond_Hood
Vincent_van_Gogh,Victor_Horta
Vincent_van_Gogh,Friedensreich_Hundertwasser
Vincent_van_Gogh,Philip_Johnson
Vincent_van_Gogh,Louis_Kahn
Vincent_van_Gogh,Le_Corbusier
Vincent_van_Gogh,Adolf_Loos
Vincent_van_Gogh,Konstantin_Melnikov
Vincent_van_Gogh,Erich_Mendelsohn
Vincent_van_Gogh,Pier_Luigi_Nervi
Vincent_van_Gogh,Richard_Neutra
Vincent_van_Gogh,Oscar_Niemeyer
Vincent_van_Gogh,Hans_Poelzig
Vincent_van_Gogh,Antonin_Raymond
Vincent_van_Gogh,Gerrit_Rietveld
Vincent_van_Gogh,Eero_Saarinen
Vincent_van_Gogh,Rudolf_Steiner
Vincent_van_Gogh,Edward_Durell_Stone
Vincent_van_Gogh,Louis_Sullivan
Vincent_van_Gogh,Ludwig_Mies_van_der_Rohe
Vincent_van_Gogh,Frank_Lloyd_Wright
Luc_Hoffmann,Vincent_van_Gogh
Luc_Hoffmann,Fritz_Hoffmann-La_Roche
Luc_Hoffmann,Geoffrey_Matthews
Luc_Hoffmann,Luc_Hoffmann
